order_id,order_date,product,state,city,pin_code,quantity,price,platform,latitude,longitude
ORD001109,2026-06-29,Snacks,Maharashtra,Thane,400601,3,199,Blinkit,19.213932802639594,72.97743867385374
ORD001110,2026-01-08,Protein Bar,Karnataka,Bengaluru,560001,4,79,Blinkit,12.992597217891666,77.59212974299254
ORD001111,2026-04-29,Energy Drink,Karnataka,Bengaluru,560001,3,199,Swiggy Instamart,12.968016598479789,77.58812458194365
ORD001112,2026-02-02,Coffee,Telangana,Hyderabad,500001,1,249,Swiggy Instamart,17.392441919715,78.48488775826782
ORD001113,2026-03-25,Coffee,Maharashtra,Mumbai,400050,1,149,Swiggy Instamart,19.053106269616784,72.84271304032272
ORD001114,2026-04-13,Coffee,Karnataka,Bengaluru,560001,4,129,Swiggy Instamart,12.985796030045137,77.58859576434261
ORD001115,2026-05-21,Energy Drink,Maharashtra,Pune,411001,4,249,Zepto,18.501734600486394,73.86677513689837
ORD001116,2026-02-23,Snacks,Gujarat,Ahmedabad,380001,5,249,Blinkit,23.0156537017424,72.57930625599163
ORD001117,2026-03-29,Coffee,Telangana,Hyderabad,500001,2,99,Swiggy Instamart,17.365298961822884,78.49562597338299
ORD001118,2026-05-27,Shampoo,Maharashtra,Mumbai,400050,1,299,Blinkit,19.047488280707192,72.83680764119066
ORD001119,2026-01-25,Shampoo,Delhi,New Delhi,110001,2,149,Blinkit,28.614042730678364,77.19946060580604
ORD001120,2026-06-03,Protein Bar,Maharashtra,Mumbai,400050,5,249,Blinkit,19.05552963687073,72.83636318456956
ORD001121,2026-06-15,Snacks,Karnataka,Bengaluru,560001,1,79,Zepto,12.972658944531153,77.60044412980473
ORD001122,2026-05-29,Snacks,Maharashtra,Thane,400601,1,99,Swiggy Instamart,19.238064405845154,72.96245758388288
ORD001123,2026-04-26,Coffee,Maharashtra,Thane,400601,3,249,Swiggy Instamart,19.234472125749686,72.97914355937523
ORD001124,2026-04-25,Energy Drink,Telangana,Hyderabad,500001,2,199,Blinkit,17.37601215951677,78.47339686374261
ORD001125,2026-06-23,Face Wash,Telangana,Hyderabad,500001,4,199,Zepto,17.38310879609223,78.49591650111924
ORD001126,2026-01-03,Coffee,Telangana,Hyderabad,500001,5,249,Zepto,17.383724508796227,78.50181154930247
ORD001127,2026-01-16,Face Wash,Maharashtra,Nashik,422001,5,49,Zepto,19.991388243099486,73.77957911052154
ORD001128,2026-04-02,Protein Bar,Delhi,New Delhi,110001,3,49,Zepto,28.60137606555587,77.21263631882626
ORD001129,2026-06-29,Coffee,Gujarat,Surat,395003,4,199,Swiggy Instamart,21.179068873900974,72.82689238206319
ORD001130,2026-04-14,Shampoo,Gujarat,Surat,395003,4,129,Swiggy Instamart,21.14415786143373,72.83308948146797
ORD001131,2026-05-02,Energy Drink,Maharashtra,Thane,400601,2,249,Blinkit,19.222667385517333,72.98214294754962
ORD001132,2026-02-09,Face Wash,Gujarat,Surat,395003,2,99,Zepto,21.182557821918223,72.82038946320351
ORD001133,2026-06-15,Protein Bar,Maharashtra,Mumbai,400050,2,299,Swiggy Instamart,19.066402161054505,72.84142507512477
ORD001134,2026-02-04,Protein Bar,Gujarat,Surat,395003,2,249,Blinkit,21.152414124159936,72.8342965182592
ORD001135,2026-04-19,Coffee,Telangana,Hyderabad,500001,2,299,Swiggy Instamart,17.379958201689924,78.48588477326898
ORD001136,2026-05-22,Shampoo,Gujarat,Surat,395003,4,199,Zepto,21.173676764835385,72.82622771435886
ORD001137,2026-04-19,Coffee,Maharashtra,Thane,400601,1,299,Swiggy Instamart,19.211542919208384,72.97844152417488
ORD001138,2026-05-09,Face Wash,Maharashtra,Pune,411001,4,199,Zepto,18.50952754061137,73.84584174871115
ORD001139,2026-05-26,Shampoo,Maharashtra,Mumbai,400001,3,79,Swiggy Instamart,19.082793732829565,72.86621205964842
ORD001140,2026-06-26,Protein Bar,Karnataka,Bengaluru,560001,2,149,Blinkit,12.978263125009093,77.59922591292855
ORD001141,2026-01-21,Coffee,Delhi,New Delhi,110001,5,79,Zepto,28.596641932712096,77.20222435347665
ORD001142,2026-06-11,Snacks,Karnataka,Bengaluru,560001,1,149,Swiggy Instamart,12.983541094030475,77.5847883446886
ORD001143,2026-03-29,Coffee,Maharashtra,Mumbai,400001,1,299,Blinkit,19.071355957376905,72.88232060893252
ORD001144,2026-05-01,Coffee,Delhi,New Delhi,110001,3,249,Blinkit,28.621733905092828,77.20648461113956
ORD001145,2026-03-16,Energy Drink,Maharashtra,Nashik,422001,1,149,Swiggy Instamart,19.999924898053084,73.793923698617
ORD001146,2026-03-08,Protein Bar,Telangana,Hyderabad,500001,4,99,Swiggy Instamart,17.402388996637978,78.49648858050782
ORD001147,2026-06-18,Face Wash,Maharashtra,Mumbai,400001,5,49,Blinkit,19.07685318142565,72.8696173427836
ORD001148,2026-01-22,Energy Drink,Karnataka,Bengaluru,560001,5,79,Blinkit,12.963295555934435,77.59982514105266
ORD001149,2026-02-03,Coffee,Maharashtra,Nashik,422001,3,149,Blinkit,20.010083982208887,73.79371598592947
ORD001150,2026-01-29,Coffee,Maharashtra,Mumbai,400001,2,99,Swiggy Instamart,19.082504500925364,72.86266919698241
ORD001151,2026-04-05,Energy Drink,Karnataka,Bengaluru,560001,3,129,Blinkit,12.98211947617723,77.58461939372685
ORD001152,2026-05-16,Protein Bar,Maharashtra,Thane,400601,3,79,Zepto,19.214460287280478,72.98060200206251
ORD001153,2026-02-09,Shampoo,Telangana,Hyderabad,500001,4,249,Zepto,17.404956674897843,78.51779918556005
ORD001154,2026-06-13,Energy Drink,Karnataka,Bengaluru,560001,2,199,Zepto,12.977667230591361,77.5927680338128
ORD001155,2026-01-30,Protein Bar,Maharashtra,Nashik,422001,2,299,Blinkit,20.011245056484807,73.78857655425874
ORD001156,2026-03-19,Shampoo,Karnataka,Bengaluru,560001,5,129,Blinkit,12.96839332374443,77.61255211355912
ORD001157,2026-05-02,Face Wash,Gujarat,Surat,395003,2,249,Zepto,21.172500707591915,72.83607743089092
ORD001158,2026-04-25,Shampoo,Maharashtra,Nashik,422001,3,49,Zepto,20.012559242520545,73.78391586610616
ORD001159,2026-06-13,Face Wash,Delhi,New Delhi,110001,4,149,Blinkit,28.622289405004697,77.20282746813453
ORD001160,2026-03-10,Protein Bar,Maharashtra,Nashik,422001,3,249,Blinkit,20.00031698246054,73.76869845767028
ORD001161,2026-06-22,Coffee,Maharashtra,Pune,411001,2,199,Swiggy Instamart,18.5247950123062,73.86448936503513
ORD001162,2026-03-22,Coffee,Maharashtra,Thane,400601,1,49,Zepto,19.22287772866152,72.99484492433348
ORD001163,2026-04-16,Protein Bar,Maharashtra,Mumbai,400001,5,79,Swiggy Instamart,19.07594403981171,72.88438741655592
ORD001164,2026-03-31,Energy Drink,Karnataka,Bengaluru,560001,3,149,Zepto,12.960682991238608,77.59072900297525
ORD001165,2026-01-07,Coffee,Maharashtra,Mumbai,400001,1,49,Swiggy Instamart,19.082955377575658,72.88619102110744
ORD001166,2026-06-03,Snacks,Maharashtra,Pune,411001,1,79,Zepto,18.517460330523356,73.85598400748142
ORD001167,2026-02-03,Shampoo,Telangana,Hyderabad,500001,5,99,Zepto,17.369821262533193,78.48312970799194
ORD001168,2026-03-06,Face Wash,Maharashtra,Thane,400601,4,79,Swiggy Instamart,19.227203831635197,72.98385205016106
ORD001169,2026-03-12,Shampoo,Karnataka,Bengaluru,560001,3,149,Zepto,12.976606657213813,77.59509773687181
ORD001170,2026-03-12,Protein Bar,Maharashtra,Mumbai,400050,4,249,Blinkit,19.059670631586282,72.82289678860526
ORD001171,2026-03-08,Face Wash,Maharashtra,Mumbai,400001,2,299,Zepto,19.082988284202028,72.8819097294439
ORD001172,2026-02-21,Coffee,Karnataka,Bengaluru,560001,4,99,Swiggy Instamart,12.97652018847993,77.58933965157333
ORD001173,2026-01-28,Energy Drink,Karnataka,Bengaluru,560001,5,249,Zepto,12.950066570801289,77.60557152711753
ORD001174,2026-06-14,Protein Bar,Telangana,Hyderabad,500001,4,149,Zepto,17.380211625439916,78.47807224235957
ORD001175,2026-01-19,Protein Bar,Maharashtra,Mumbai,400001,5,149,Blinkit,19.08293478911914,72.87377987360081
ORD001176,2026-05-08,Energy Drink,Maharashtra,Mumbai,400001,1,49,Swiggy Instamart,19.086599363840467,72.88387005949578
ORD001177,2026-03-10,Energy Drink,Gujarat,Surat,395003,3,249,Swiggy Instamart,21.177035693232007,72.817440442888
ORD001178,2026-05-12,Snacks,Maharashtra,Mumbai,400001,4,299,Blinkit,19.088119439853866,72.88031250531235
ORD001179,2026-01-18,Coffee,Gujarat,Surat,395003,2,49,Blinkit,21.16650722860754,72.83253388467342
ORD001180,2026-02-01,Coffee,Karnataka,Bengaluru,560001,5,199,Blinkit,12.953837647671017,77.59868652811481
ORD001181,2026-04-13,Protein Bar,Maharashtra,Nashik,422001,1,199,Swiggy Instamart,19.99560628491818,73.76617329714156
ORD001182,2026-01-21,Shampoo,Gujarat,Ahmedabad,380001,3,129,Zepto,23.007276408137823,72.58252688374989
ORD001183,2026-01-11,Shampoo,Delhi,New Delhi,110001,2,149,Swiggy Instamart,28.607607366063075,77.22433727709917
ORD001184,2026-01-28,Snacks,Gujarat,Surat,395003,3,299,Zepto,21.164841985369478,72.81402642042407
ORD001185,2026-02-18,Energy Drink,Karnataka,Bengaluru,560001,1,129,Zepto,12.960434755600513,77.60695811620008
ORD001186,2026-03-03,Shampoo,Telangana,Hyderabad,500001,4,79,Swiggy Instamart,17.383441018220633,78.4812171270351
ORD001187,2026-05-08,Coffee,Maharashtra,Nashik,422001,4,49,Zepto,20.00750018225853,73.78471782736167
ORD001188,2026-01-15,Face Wash,Gujarat,Ahmedabad,380001,1,249,Zepto,23.033673988159027,72.58588499229893
ORD001189,2026-06-17,Snacks,Maharashtra,Pune,411001,5,299,Swiggy Instamart,18.516802313542108,73.84343952313918
ORD001190,2026-02-08,Snacks,Delhi,New Delhi,110001,5,129,Zepto,28.60976534838877,77.21160280506584
ORD001191,2026-02-06,Shampoo,Maharashtra,Mumbai,400001,1,299,Swiggy Instamart,19.066362410737895,72.86812849085105
ORD001192,2026-03-04,Snacks,Maharashtra,Mumbai,400001,2,49,Zepto,19.0794378788155,72.8772134764843
ORD001193,2026-03-20,Protein Bar,Maharashtra,Mumbai,400001,4,99,Swiggy Instamart,19.076327969954118,72.870115046653
ORD001194,2026-01-28,Protein Bar,Maharashtra,Mumbai,400050,4,129,Zepto,19.05729599285794,72.82025766855732
ORD001195,2026-04-20,Face Wash,Maharashtra,Pune,411001,4,199,Zepto,18.529301984111246,73.86705249334724
ORD001196,2026-05-20,Energy Drink,Telangana,Hyderabad,500001,3,129,Zepto,17.36653812137762,78.47740489139808
ORD001197,2026-02-14,Face Wash,Telangana,Hyderabad,500001,1,79,Blinkit,17.3700347074491,78.48019976065594
ORD001198,2026-04-17,Energy Drink,Maharashtra,Thane,400601,3,99,Blinkit,19.217465620302097,72.96360354780302
ORD001199,2026-05-29,Protein Bar,Maharashtra,Pune,411001,2,79,Swiggy Instamart,18.511181401868747,73.84666042627919
ORD001200,2026-04-07,Energy Drink,Telangana,Hyderabad,500001,1,299,Zepto,17.38707267329399,78.48739344337037
ORD001201,2026-01-02,Energy Drink,Maharashtra,Mumbai,400001,1,149,Blinkit,19.06878262446663,72.87946820872139
ORD001202,2026-06-27,Energy Drink,Karnataka,Bengaluru,560001,2,99,Swiggy Instamart,12.966133199154127,77.59188344889674
ORD001203,2026-05-14,Shampoo,Maharashtra,Nashik,422001,4,129,Zepto,20.022634520902987,73.79310461051791
ORD001204,2026-06-27,Protein Bar,Telangana,Hyderabad,500001,5,99,Swiggy Instamart,17.372004187630726,78.4949973241788
ORD001205,2026-06-06,Protein Bar,Karnataka,Bengaluru,560001,3,199,Blinkit,12.979713965544917,77.58311736711248
ORD001206,2026-05-23,Energy Drink,Maharashtra,Mumbai,400001,2,79,Swiggy Instamart,19.08418777643755,72.89307931918412
ORD001207,2026-06-08,Face Wash,Maharashtra,Mumbai,400050,5,129,Blinkit,19.048374551937556,72.82032497178986
ORD001208,2026-03-12,Protein Bar,Maharashtra,Pune,411001,2,79,Zepto,18.530576614668433,73.85941495310826
ORD001209,2026-05-08,Energy Drink,Karnataka,Bengaluru,560001,2,49,Zepto,12.977114762752395,77.59800589216401
ORD001210,2026-03-14,Energy Drink,Gujarat,Ahmedabad,380001,4,149,Blinkit,23.026406959209282,72.55813527871689
ORD001211,2026-04-27,Protein Bar,Telangana,Hyderabad,500001,1,49,Swiggy Instamart,17.395473177066215,78.49839589992428
ORD001212,2026-02-10,Protein Bar,Maharashtra,Thane,400601,4,79,Zepto,19.21600609255932,72.97766523050186
ORD001213,2026-04-24,Coffee,Maharashtra,Pune,411001,5,199,Blinkit,18.50508892497444,73.86184254756019
ORD001214,2026-06-23,Face Wash,Maharashtra,Pune,411001,2,79,Blinkit,18.52612057441714,73.85607808983
ORD001215,2026-01-26,Energy Drink,Maharashtra,Pune,411001,4,129,Blinkit,18.531643533598704,73.8533592276902
ORD001216,2026-01-19,Shampoo,Maharashtra,Pune,411001,5,299,Zepto,18.526046059258935,73.84650335661308
ORD001217,2026-02-07,Energy Drink,Gujarat,Surat,395003,5,299,Zepto,21.16996447849126,72.82935645742097
ORD001218,2026-04-06,Energy Drink,Gujarat,Surat,395003,4,129,Swiggy Instamart,21.17245307922041,72.82740473071168
ORD001219,2026-03-11,Energy Drink,Gujarat,Ahmedabad,380001,3,99,Zepto,23.021185274043283,72.57966047171442
ORD001220,2026-01-16,Face Wash,Telangana,Hyderabad,500001,2,79,Blinkit,17.38063235762762,78.47063422899261
ORD001221,2026-04-18,Energy Drink,Karnataka,Bengaluru,560001,3,129,Blinkit,12.989095839042054,77.60841454078691
ORD001222,2026-02-10,Snacks,Telangana,Hyderabad,500001,5,99,Swiggy Instamart,17.372077373048946,78.49359707805245
ORD001223,2026-02-28,Protein Bar,Delhi,New Delhi,110001,4,299,Zepto,28.608870252294487,77.21163487215331
ORD001224,2026-05-02,Shampoo,Telangana,Hyderabad,500001,3,49,Swiggy Instamart,17.387942241290137,78.48435592199684
ORD001225,2026-03-05,Energy Drink,Gujarat,Surat,395003,3,249,Swiggy Instamart,21.16236234334414,72.82419458947685
ORD001226,2026-06-01,Energy Drink,Maharashtra,Pune,411001,5,49,Blinkit,18.511238080845185,73.8483817779177
ORD001227,2026-01-11,Shampoo,Maharashtra,Mumbai,400001,5,49,Blinkit,19.075328217099507,72.8705424001089
ORD001228,2026-04-11,Shampoo,Delhi,New Delhi,110001,1,299,Blinkit,28.620720520657127,77.22387246155336
ORD001229,2026-01-22,Coffee,Maharashtra,Pune,411001,1,249,Zepto,18.514599467586297,73.85909404500536
ORD001230,2026-04-02,Face Wash,Maharashtra,Thane,400601,2,79,Zepto,19.22329685110303,72.98282002270919
ORD001231,2026-06-21,Face Wash,Karnataka,Bengaluru,560001,2,299,Swiggy Instamart,12.972359552679162,77.6020268241836
ORD001232,2026-01-07,Shampoo,Telangana,Hyderabad,500001,4,99,Swiggy Instamart,17.389822489526807,78.47432337577672
ORD001233,2026-02-17,Face Wash,Gujarat,Surat,395003,4,49,Swiggy Instamart,21.178891560643894,72.83997290837267
ORD001234,2026-04-09,Snacks,Maharashtra,Mumbai,400050,3,49,Blinkit,19.051967138958215,72.82987937835448
ORD001235,2026-03-11,Snacks,Gujarat,Surat,395003,5,129,Swiggy Instamart,21.17703328992811,72.82900686180422
ORD001236,2026-06-08,Face Wash,Maharashtra,Mumbai,400050,1,199,Zepto,19.07032978047766,72.85313872494619
ORD001237,2026-04-09,Face Wash,Maharashtra,Mumbai,400050,4,49,Blinkit,19.05174013967365,72.81568955396845
ORD001238,2026-02-14,Snacks,Gujarat,Ahmedabad,380001,5,79,Swiggy Instamart,23.025538185956048,72.57861562505126
ORD001239,2026-02-05,Face Wash,Maharashtra,Pune,411001,2,79,Swiggy Instamart,18.518091336261552,73.87123260663321
ORD001240,2026-05-29,Snacks,Karnataka,Bengaluru,560001,2,129,Blinkit,12.958213942002768,77.60152918623032
ORD001241,2026-03-10,Coffee,Gujarat,Ahmedabad,380001,4,149,Zepto,23.016441391792412,72.58859377906207
ORD001242,2026-04-06,Face Wash,Maharashtra,Mumbai,400050,4,299,Swiggy Instamart,19.07952515353168,72.82183343412217
ORD001243,2026-02-01,Shampoo,Delhi,New Delhi,110001,5,149,Blinkit,28.608404428640917,77.2175958788698
ORD001244,2026-04-05,Snacks,Telangana,Hyderabad,500001,1,129,Blinkit,17.381128693502106,78.48624588782067
ORD001245,2026-01-21,Shampoo,Maharashtra,Mumbai,400050,2,149,Zepto,19.059853884205424,72.81030326843802
ORD001246,2026-02-12,Face Wash,Maharashtra,Mumbai,400050,1,99,Blinkit,19.059461622539057,72.82260272225935
ORD001247,2026-02-22,Coffee,Maharashtra,Thane,400601,1,149,Blinkit,19.213368771776,72.99253632003469
ORD001248,2026-02-03,Shampoo,Delhi,New Delhi,110001,3,249,Blinkit,28.60133493105721,77.21713205186748
ORD001249,2026-03-16,Energy Drink,Maharashtra,Mumbai,400001,1,49,Zepto,19.073210370696682,72.87490239831504
ORD001250,2026-06-15,Face Wash,Delhi,New Delhi,110001,4,199,Swiggy Instamart,28.621803718960518,77.21240051294569
ORD001251,2026-05-05,Coffee,Gujarat,Ahmedabad,380001,5,299,Blinkit,23.028206129972197,72.58108184660533
ORD001252,2026-05-26,Energy Drink,Maharashtra,Nashik,422001,3,99,Blinkit,20.002586916168166,73.77357763265493
ORD001253,2026-05-04,Face Wash,Maharashtra,Pune,411001,3,49,Zepto,18.50954849473442,73.84844589470022
ORD001254,2026-03-14,Shampoo,Gujarat,Ahmedabad,380001,2,99,Swiggy Instamart,23.051990944253088,72.58384679580736
ORD001255,2026-03-15,Energy Drink,Delhi,New Delhi,110001,2,99,Zepto,28.60038925633792,77.19577542043257
ORD001256,2026-01-30,Protein Bar,Maharashtra,Pune,411001,3,99,Blinkit,18.525218660617185,73.86217264797378
ORD001257,2026-04-05,Energy Drink,Maharashtra,Nashik,422001,2,49,Swiggy Instamart,20.011388838353174,73.77715044206447
ORD001258,2026-03-30,Energy Drink,Gujarat,Ahmedabad,380001,3,299,Swiggy Instamart,23.02124545739997,72.5746787952416
ORD001259,2026-05-17,Face Wash,Maharashtra,Thane,400601,1,49,Blinkit,19.21915893006293,72.95590699627252
ORD001260,2026-02-07,Shampoo,Karnataka,Bengaluru,560001,3,99,Zepto,12.96930200369425,77.5860859356574
ORD001261,2026-05-10,Face Wash,Delhi,New Delhi,110001,3,299,Blinkit,28.615652114189086,77.23885259002604
ORD001262,2026-06-20,Energy Drink,Telangana,Hyderabad,500001,5,299,Blinkit,17.388674816654746,78.48356470313827
ORD001263,2026-05-03,Protein Bar,Maharashtra,Mumbai,400050,2,79,Blinkit,19.068818015019772,72.83432687887209
ORD001264,2026-04-13,Coffee,Maharashtra,Mumbai,400001,2,299,Blinkit,19.08020094490452,72.88376850593217
ORD001265,2026-03-25,Protein Bar,Maharashtra,Mumbai,400050,5,129,Swiggy Instamart,19.080165435648293,72.81819111564674
ORD001266,2026-02-26,Face Wash,Delhi,New Delhi,110001,2,49,Zepto,28.618636320768115,77.19973618870019
ORD001267,2026-04-25,Snacks,Delhi,New Delhi,110001,1,249,Zepto,28.619455126463425,77.19981313488515
ORD001268,2026-03-23,Coffee,Karnataka,Bengaluru,560001,5,49,Swiggy Instamart,12.96742633186395,77.59164910085762
ORD001269,2026-04-12,Energy Drink,Gujarat,Ahmedabad,380001,4,199,Blinkit,23.032258167193447,72.58058454443942
ORD001270,2026-01-04,Face Wash,Gujarat,Ahmedabad,380001,3,199,Blinkit,23.010042826235537,72.57194934111
ORD001271,2026-05-24,Protein Bar,Karnataka,Bengaluru,560001,2,299,Swiggy Instamart,12.96450420145251,77.58201495089325
ORD001272,2026-04-24,Face Wash,Gujarat,Surat,395003,2,249,Swiggy Instamart,21.168029829495758,72.82801517211544
ORD001273,2026-02-05,Coffee,Gujarat,Surat,395003,5,79,Zepto,21.194467164863457,72.83542959825361
ORD001274,2026-03-19,Shampoo,Maharashtra,Pune,411001,5,199,Zepto,18.506623824992456,73.8510522599583
ORD001275,2026-04-07,Protein Bar,Telangana,Hyderabad,500001,1,249,Swiggy Instamart,17.395213832954294,78.5075844277287
ORD001276,2026-04-17,Energy Drink,Maharashtra,Nashik,422001,5,299,Swiggy Instamart,19.99004016687762,73.76090075614862
ORD001277,2026-02-05,Energy Drink,Telangana,Hyderabad,500001,2,249,Blinkit,17.40370965175372,78.49059614177371
ORD001278,2026-05-06,Protein Bar,Delhi,New Delhi,110001,3,149,Blinkit,28.60521707268124,77.21434629086123
ORD001279,2026-04-29,Energy Drink,Delhi,New Delhi,110001,1,49,Zepto,28.587542522609834,77.20903375506597
ORD001280,2026-03-18,Snacks,Maharashtra,Nashik,422001,4,79,Swiggy Instamart,20.009178211728432,73.78894270139538
ORD001281,2026-04-17,Energy Drink,Maharashtra,Nashik,422001,4,129,Zepto,19.995761040477074,73.78055687161404
ORD001282,2026-03-12,Shampoo,Maharashtra,Mumbai,400050,1,199,Swiggy Instamart,19.050345753739403,72.83205383755674
ORD001283,2026-05-25,Shampoo,Karnataka,Bengaluru,560001,3,299,Swiggy Instamart,12.96264653677637,77.59051899160839
ORD001284,2026-04-06,Coffee,Maharashtra,Mumbai,400050,5,49,Blinkit,19.049641846052097,72.83601136241823
ORD001285,2026-05-29,Protein Bar,Maharashtra,Thane,400601,2,199,Blinkit,19.226884511166567,72.97575379430042
ORD001286,2026-04-02,Energy Drink,Maharashtra,Thane,400601,1,149,Blinkit,19.2186823799496,72.96361408585366
ORD001287,2026-06-12,Face Wash,Gujarat,Surat,395003,1,149,Blinkit,21.167203233519935,72.8305979538296
ORD001288,2026-06-13,Protein Bar,Delhi,New Delhi,110001,5,129,Swiggy Instamart,28.6401079309103,77.19788032974226
ORD001289,2026-01-25,Coffee,Maharashtra,Thane,400601,2,199,Blinkit,19.232941772387523,72.98806858773466
ORD001290,2026-03-11,Snacks,Maharashtra,Nashik,422001,3,79,Swiggy Instamart,20.0087063640449,73.79728620484195
ORD001291,2026-04-01,Energy Drink,Telangana,Hyderabad,500001,1,99,Swiggy Instamart,17.38872105472607,78.49059159195667
ORD001292,2026-04-06,Shampoo,Maharashtra,Nashik,422001,4,199,Zepto,20.005368793469824,73.7919356888242
ORD001293,2026-02-25,Energy Drink,Maharashtra,Mumbai,400050,5,129,Zepto,19.07056469233811,72.82324322712503
ORD001294,2026-06-07,Snacks,Delhi,New Delhi,110001,5,79,Blinkit,28.600707528054013,77.20697019362605
ORD001295,2026-01-20,Protein Bar,Karnataka,Bengaluru,560001,2,49,Blinkit,12.963599614356024,77.59396475425385
ORD001296,2026-03-21,Snacks,Gujarat,Ahmedabad,380001,3,99,Blinkit,23.034874381346842,72.56682698344913
ORD001297,2026-05-14,Face Wash,Telangana,Hyderabad,500001,2,149,Zepto,17.384571766186887,78.48728022734808
ORD001298,2026-02-26,Energy Drink,Maharashtra,Mumbai,400050,2,129,Blinkit,19.06808430882205,72.80703110666015
ORD001299,2026-02-23,Energy Drink,Maharashtra,Thane,400601,1,249,Swiggy Instamart,19.212232997052347,72.98021283692279
ORD001300,2026-01-20,Protein Bar,Maharashtra,Mumbai,400050,4,249,Zepto,19.07160078956427,72.82458097552494
ORD001301,2026-01-28,Protein Bar,Maharashtra,Pune,411001,5,49,Blinkit,18.50163447293958,73.86289711445967
ORD001302,2026-03-06,Protein Bar,Maharashtra,Mumbai,400050,1,149,Swiggy Instamart,19.053246376111744,72.8176033334091
ORD001303,2026-01-25,Protein Bar,Maharashtra,Mumbai,400001,5,129,Swiggy Instamart,19.06975654610287,72.87585474642344
ORD001304,2026-02-17,Snacks,Maharashtra,Pune,411001,3,49,Zepto,18.514352553354616,73.83464433942902
ORD001305,2026-03-13,Coffee,Maharashtra,Thane,400601,3,199,Zepto,19.22727066196887,72.99084875041278
ORD001306,2026-06-06,Energy Drink,Delhi,New Delhi,110001,5,79,Zepto,28.620415219913397,77.19762314329576
ORD001307,2026-01-04,Coffee,Telangana,Hyderabad,500001,2,129,Blinkit,17.382985084660525,78.4866347868477
ORD001308,2026-05-18,Protein Bar,Maharashtra,Thane,400601,1,129,Swiggy Instamart,19.224287943895618,72.98478340488718
ORD001309,2026-04-04,Snacks,Karnataka,Bengaluru,560001,5,99,Blinkit,12.964258262012216,77.59541995556414
ORD001310,2026-02-16,Face Wash,Maharashtra,Mumbai,400050,4,249,Zepto,19.06417280404615,72.84405822322147
ORD001311,2026-02-28,Shampoo,Delhi,New Delhi,110001,1,199,Zepto,28.62094506539825,77.21689056687376
ORD001312,2026-01-29,Coffee,Karnataka,Bengaluru,560001,2,299,Blinkit,12.972438266279294,77.60870459145204
ORD001313,2026-05-23,Snacks,Maharashtra,Nashik,422001,1,79,Blinkit,20.009997627959596,73.77108912089827
ORD001314,2026-01-30,Shampoo,Karnataka,Bengaluru,560001,3,299,Swiggy Instamart,12.985633699701252,77.6015790327254
ORD001315,2026-06-25,Shampoo,Maharashtra,Nashik,422001,2,249,Blinkit,20.001469559788717,73.77490507032601
ORD001316,2026-02-18,Protein Bar,Gujarat,Surat,395003,4,199,Zepto,21.173165755451407,72.83573184795269
ORD001317,2026-06-22,Shampoo,Maharashtra,Mumbai,400001,1,249,Blinkit,19.07797292265631,72.88081308673443
ORD001318,2026-06-18,Snacks,Delhi,New Delhi,110001,1,79,Zepto,28.630899573745765,77.21971543152235
ORD001319,2026-04-13,Snacks,Gujarat,Surat,395003,5,79,Swiggy Instamart,21.17210635591265,72.84051310580769
ORD001320,2026-01-17,Face Wash,Maharashtra,Thane,400601,2,199,Zepto,19.207974760964724,72.98207927049947
ORD001321,2026-04-14,Protein Bar,Telangana,Hyderabad,500001,2,249,Swiggy Instamart,17.403093063497334,78.48451954104607
ORD001322,2026-03-13,Snacks,Karnataka,Bengaluru,560001,5,149,Swiggy Instamart,12.96312366071381,77.58807911111407
ORD001323,2026-04-02,Shampoo,Gujarat,Surat,395003,5,249,Blinkit,21.159303669626578,72.82325238091873
ORD001324,2026-03-13,Energy Drink,Delhi,New Delhi,110001,4,79,Zepto,28.610194919014102,77.19494432980822
ORD001325,2026-05-06,Shampoo,Maharashtra,Nashik,422001,2,99,Zepto,20.006056183339496,73.78872277173787
ORD001326,2026-01-14,Protein Bar,Maharashtra,Mumbai,400050,4,49,Zepto,19.05052243819853,72.84469283923642
ORD001327,2026-06-04,Snacks,Gujarat,Surat,395003,3,99,Blinkit,21.175307920885277,72.84140580585624
ORD001328,2026-06-09,Protein Bar,Telangana,Hyderabad,500001,1,299,Blinkit,17.37842165446148,78.49524525227066
ORD001329,2026-03-17,Snacks,Maharashtra,Pune,411001,4,299,Swiggy Instamart,18.509480660996047,73.86560247500837
ORD001330,2026-05-19,Face Wash,Maharashtra,Nashik,422001,5,49,Zepto,20.007618393397937,73.78523251219985
ORD001331,2026-01-31,Shampoo,Gujarat,Surat,395003,4,199,Blinkit,21.158444053943754,72.82214930157724
ORD001332,2026-04-28,Protein Bar,Karnataka,Bengaluru,560001,1,99,Swiggy Instamart,12.977572282182534,77.58511651995775
ORD001333,2026-02-12,Shampoo,Maharashtra,Nashik,422001,4,99,Blinkit,20.01053206292099,73.7660286219354
ORD001334,2026-05-05,Protein Bar,Gujarat,Surat,395003,5,299,Swiggy Instamart,21.178681742126667,72.81877476685231
ORD001335,2026-06-25,Coffee,Delhi,New Delhi,110001,5,299,Blinkit,28.619422999376795,77.21525630933647
ORD001336,2026-02-10,Coffee,Delhi,New Delhi,110001,1,249,Blinkit,28.606932281815705,77.21482026567085
